id,job_title,location,connection,rank_glove,fit_glove,fit_tfidf,rank_tfidf,rank_difference
58,Aspiring Human Resources Professional,"Raleigh-Durham, North Carolina Area",44,43,0.8086392880439758,0.29488032869809594,18,-25
21,Aspiring Human Resources Professional,"Raleigh-Durham, North Carolina Area",44,44,0.8086392880439758,0.29488032869809594,16,-28
33,Aspiring Human Resources Professional,"Raleigh-Durham, North Carolina Area",44,45,0.8086392880439758,0.29488032869809594,13,-32
17,Aspiring Human Resources Professional,"Raleigh-Durham, North Carolina Area",44,46,0.8086392880439758,0.29488032869809594,14,-32
74,Human Resources Professional,Greater Boston Area,16,47,0.8006671775817871,0.18114573245645493,65,18
88,Human Resources Management Major,"Milpitas, California",18,48,0.7992512557029724,0.09123816804243297,87,39
99,Seeking Human Resources Position,"Las Vegas, Nevada Area",48,49,0.7986820666313171,0.31298921755609055,11,-38
24,Aspiring Human Resources Specialist,Greater New York City Area,1,50,0.7972760728836059,0.23498620300933973,32,-18
36,Aspiring Human Resources Specialist,Greater New York City Area,1,51,0.7972760728836059,0.23498620300933973,30,-21
6,Aspiring Human Resources Specialist,Greater New York City Area,1,52,0.7972760728836059,0.23498620300933973,29,-23
49,Aspiring Human Resources Specialist,Greater New York City Area,1,53,0.7972760728836059,0.23498620300933973,33,-20
60,Aspiring Human Resources Specialist,Greater New York City Area,1,54,0.7972760728836059,0.23498620300933973,31,-23
72,Business Management Major and Aspiring Human Resources Manager,"Monroe, Louisiana Area",5,55,0.7946476001739502,0.11520074739544975,84,29
73,"Aspiring Human Resources Manager, seeking internship in Human Resources.","Houston, Texas Area",7,56,0.7830820205688477,0.1961148858164667,64,8
79,Liberal Arts Major. Aspiring Human Resources Analyst.,"Baton Rouge, Louisiana Area",7,57,0.7829889777183533,0.10456835794859994,86,29
100,Aspiring Human Resources Manager | Graduating May 2020 | Seeking an Entry-Level Human Resources Position in St. Louis,"Cape Girardeau, Missouri",103,58,0.781926113319397,0.16099028534396387,74,16
1,2019 C.T. Bauer College of Business Graduate (Magna Cum Laude) and aspiring Human Resources professional,"Houston, Texas",85,59,0.7731957640647888,0.12959938183580205,78,19
14,2019 C.T. Bauer College of Business Graduate (Magna Cum Laude) and aspiring Human Resources professional,"Houston, Texas",85,60,0.7731957640647888,0.12959938183580205,77,17
57,2019 C.T. Bauer College of Business Graduate (Magna Cum Laude) and aspiring Human Resources professional,"Houston, Texas",85,61,0.7731957640647888,0.12959938183580205,81,20
44,2019 C.T. Bauer College of Business Graduate (Magna Cum Laude) and aspiring Human Resources professional,"Houston, Texas",85,62,0.7731957640647888,0.12959938183580205,83,21
19,2019 C.T. Bauer College of Business Graduate (Magna Cum Laude) and aspiring Human Resources professional,"Houston, Texas",85,63,0.7731957640647888,0.12959938183580205,79,16
31,2019 C.T. Bauer College of Business Graduate (Magna Cum Laude) and aspiring Human Resources professional,"Houston, Texas",85,64,0.7731957640647888,0.12959938183580205,82,18
15,2019 C.T. Bauer College of Business Graduate (Magna Cum Laude) and aspiring Human Resources professional,"Houston, Texas",85,65,0.7731957640647888,0.12959938183580205,80,15
102,Business Intelligence and Analytics at Travelers,Greater New York City Area,49,66,0.7669338842391967,0.019600000000000003,94,28
103,Always set them up for Success,Greater Los Angeles Area,500+ ,67,0.7637958645820617,0.2,41,-26
85,RRP Brand Portfolio Executive at JTI (Japan Tobacco International),Greater Philadelphia Area,500+ ,68,0.7606176257133483,0.2,47,-21
98,Student,"Houston, Texas Area",4,69,0.7544364062309266,0.0016,99,30
83,HR Manager at Endemol Shine North America,"Los Angeles, California",268,70,0.7509528729438781,0.10720000000000002,85,15
96,"Student at Indiana University Kokomo - Business Management - 
Retail Manager at Delphi Hardware and Paint","Lafayette, Indiana",19,71,0.7288120294570923,0.0076,97,26
70,"Retired Army National Guard Recruiter, office manager,  seeking a position in Human Resources.","Virginia Beach, Virginia",82,72,0.7102060130119324,0.09071102866749273,88,16
86,Information Systems Specialist and Programmer with a love for data and organization.,"Gaithersburg, Maryland",4,73,0.69250735912323,0.0016,100,27
87,Bachelor of Science in Biology from Victoria University of Wellington,"Baltimore, Maryland",40,74,0.6806906733512879,0.016,95,21
92,Seeking employment opportunities within Customer Service or Patient Care,"Torrance, California",64,75,0.627748950099945,0.05168222023798203,91,16
84,Human Resources professional for the world leader in GIS software,"Highland, California",50,76,0.6237164926528931,0.07166564069330297,89,13
80,Junior MES Engineer| Information Systems,"Myrtle Beach, South Carolina Area",52,77,0.6126413400650025,0.0208,93,16
90,Undergraduate Research Assistant at Styczynski Lab,Greater Atlanta Area,155,78,0.6060415740013123,0.062,90,12
93,Admissions Representative at Community medical center long beach,"Long Beach, California",9,79,0.5753582106590271,0.0036,98,19
95,Student at Westfield State University,"Bridgewater, Massachusetts",57,80,0.5694388463974,0.0228,92,12
4,People Development Coordinator at Ryan,"Denton, Texas",500+ ,81,0.5408782482147216,0.2,40,-41
22,People Development Coordinator at Ryan,"Denton, Texas",500+ ,82,0.5408782482147216,0.2,44,-38
18,People Development Coordinator at Ryan,"Denton, Texas",500+ ,83,0.5408782482147216,0.2,43,-40
34,People Development Coordinator at Ryan,"Denton, Texas",500+ ,84,0.5408782482147216,0.2,53,-31
59,People Development Coordinator at Ryan,"Denton, Texas",500+ ,85,0.5408782482147216,0.2,49,-36
47,People Development Coordinator at Ryan,"Denton, Texas",500+ ,86,0.5408782482147216,0.2,62,-24
91,Lead Official at Western Illinois University,Greater Chicago Area,39,87,0.5135666769504547,0.015600000000000001,96,9
11,Student at Chapman University,"Lake Forest, California",2,88,0.5078096850395203,0.0008,101,13
54,Student at Chapman University,"Lake Forest, California",2,89,0.5078096850395203,0.0008,104,15
63,Student at Chapman University,"Lake Forest, California",2,90,0.5078096850395203,0.0008,102,12
41,Student at Chapman University,"Lake Forest, California",2,91,0.5078096850395203,0.0008,103,12
48,Advisory Board Member at Celal Bayar University,"İzmir, Türkiye",500+ ,92,0.48913822770118714,0.2,48,-44
5,Advisory Board Member at Celal Bayar University,"İzmir, Türkiye",500+ ,93,0.48913822770118714,0.2,46,-47
23,Advisory Board Member at Celal Bayar University,"İzmir, Türkiye",500+ ,94,0.48913822770118714,0.2,55,-39
35,Advisory Board Member at Celal Bayar University,"İzmir, Türkiye",500+ ,95,0.48913822770118714,0.2,37,-58
2,Native English Teacher at EPIK (English Program in Korea),Kanada,500+ ,96,0.43363132774829866,0.2,39,-57
45,Native English Teacher at EPIK (English Program in Korea),Kanada,500+ ,97,0.43363132774829866,0.2,59,-38
32,Native English Teacher at EPIK (English Program in Korea),Kanada,500+ ,98,0.43363132774829866,0.2,52,-46
20,Native English Teacher at EPIK (English Program in Korea),Kanada,500+ ,99,0.43363132774829866,0.2,56,-43
16,Native English Teacher at EPIK (English Program in Korea),Kanada,500+ ,100,0.43363132774829866,0.2,58,-42
12,"SVP, CHRO, Marketing & Communications, CSR Officer | ENGIE | Houston | The Woodlands | Energy | GPHR | SPHR","Houston, Texas Area",500+ ,101,0.3439533680677414,0.2,57,-44
64,"SVP, CHRO, Marketing & Communications, CSR Officer | ENGIE | Houston | The Woodlands | Energy | GPHR | SPHR","Houston, Texas Area",500+ ,102,0.3439533680677414,0.2,50,-52
42,"SVP, CHRO, Marketing & Communications, CSR Officer | ENGIE | Houston | The Woodlands | Energy | GPHR | SPHR","Houston, Texas Area",500+ ,103,0.3439533680677414,0.2,63,-40
55,"SVP, CHRO, Marketing & Communications, CSR Officer | ENGIE | Houston | The Woodlands | Energy | GPHR | SPHR","Houston, Texas Area",500+ ,104,0.3439533680677414,0.2,60,-44
